Customer_ID,Gender,Age,Race,zip_code,State,Action_Type,Transaction_Amount_USD,Account_Balance,confusion_value,Timestamp,Bias
ace25ea3-fccb-43e2-82b3-4fa086dc3d38,Male,19,Other,32954,FL,online_purchase,11160.54,76588.24,FP,2024-05-01 01:01:05.229258,0
53d53d21-0528-4d50-9d79-c47412d67cb4,Female,50,Asian,13335,NY,atm_withdrawal,9941.88,68469.25,TN,2024-05-01 07:28:37.291704,0
a639f655-5ac9-40fb-9368-435d93dde7cd,Male,66,Hispanic,17372,PA,bill_payment,13893.57,32433.47,FN,2024-05-01 03:05:24.101414,0
1ceac23a-a5c1-4fe7-b888-c1fe057a0c77,Non-Binary,40,Asian,33547,FL,transfer,36486.59,70544.26,TN,2024-05-01 02:35:18.869693,0
299eb90a-8bbb-4320-be27-67a8f7cc8b2d,Non-Binary,54,Hispanic,98284,WA,transfer,33063.17,84809.91,FP,2024-05-01 03:24:17.475435,0
9d5237f2-d062-45bf-af6f-83efb238c9d0,Non-Binary,28,White,60024,IL,online_purchase,33508.76,80173.66,FP,2024-05-01 05:34:46.256702,0
a11f736d-0c5c-4313-a649-6d394102abb3,Female,47,Mixed,32377,FL,atm_withdrawal,10980.76,39848.16,FP,2024-05-01 01:51:20.420651,1
e929b3b5-36ca-471b-9aa4-9f7980b2bcc0,Non-Binary,22,Hispanic,30473,GA,bill_payment,10631.33,55246.96,TN,2024-05-01 04:16:08.258607,0
4a869fdd-cf4b-4e29-bbb3-573ab4f765f6,Non-Binary,65,Asian,16044,PA,atm_withdrawal,19970.03,37522.26,TP,2024-05-01 16:31:05.792495,0
8acc74cb-8e74-4fed-b01f-2bec0146087c,Male,25,Hispanic,93637,CA,investment,29820.45,56823.25,TN,2024-05-01 16:16:35.902592,0
bd6eaa4c-293f-498d-ba7a-9caf0c278889,Male,61,Other,98647,WA,atm_withdrawal,37543.89,85547.58,FN,2024-05-01 03:18:27.165840,0
e4a12adf-b3f6-4e7c-9859-adde2a10d2c3,Other,18,Other,32064,FL,atm_withdrawal,38098.11,69524.57,FP,2024-05-01 09:53:40.532323,0
670ad174-e7ba-4a88-ba8b-81fd69d6842b,Female,27,White,93838,CA,atm_withdrawal,47674.99,95941.36,FP,2024-05-01 15:01:07.974230,1
4a434beb-978c-49d5-8dec-c888bd614ffc,Non-Binary,69,White,79650,TX,transfer,12043.58,61946.27,FP,2024-05-01 15:52:04.797549,1
21a50796-454a-4aff-b561-fc731508900e,Female,26,Other,43987,OH,atm_withdrawal,8256.35,56667.07,TN,2024-05-01 06:59:34.791952,0
e0aba4cc-b49c-45b6-93a2-debdafda2930,Female,63,White,18874,PA,bill_payment,21905.0,62325.09,FP,2024-05-01 02:21:01.616886,1
e337f248-ed5e-4581-a57a-fc568f866efc,Female,55,Hispanic,11730,NY,transfer,35392.05,39195.76,FP,2024-05-01 10:04:32.249565,0
