Customer_ID,Gender,Age,Race,zip_code,State,Action_Type,Transaction_Amount_USD,Account_Balance,confusion_value,Timestamp,Bias
9654af4e-4c9a-4c9a-aab6-1cc29da3e6dd,Female,25,Black,32143,FL,online_purchase,11160.54,76588.24,FP,2024-05-01 01:01:05.229258,0
01889b24-12e5-4d3e-9863-d8b40efbc728,Female,32,Asian,31653,GA,transfer,28062.25,79571.09,TN,2024-05-01 07:28:37.291704,0
91806a79-2422-448c-ad87-41db94b8a598,Male,69,Black,91661,CA,investment,17012.53,29915.38,FN,2024-05-01 03:05:24.101414,0
5041232e-2695-44a1-987d-e95774e1d0ca,Male,40,White,30622,GA,bill_payment,40356.41,83880.23,FP,2024-05-01 12:05:35.307419,0
eb787fcd-b380-496a-9cbc-b37269204c06,Female,58,Asian,61149,IL,atm_withdrawal,9614.43,15901.21,TP,2024-05-01 09:05:54.244098,0
8b0c4ef3-0bb7-4431-aed2-b03ec4e17021,Female,24,Mixed,32095,FL,investment,31784.22,56671.53,FN,2024-05-01 11:13:42.279946,0
99c08bdf-8ec2-483a-98a5-c74702ef40b3,Male,62,Other,99373,WA,atm_withdrawal,31748.91,68204.54,TP,2024-05-01 05:29:24.283060,0
7b88a4bc-5009-43e5-8105-f36a5ccb9837,Female,58,Other,48828,MI,online_purchase,34230.71,89664.48,FP,2024-05-01 01:51:20.420651,1
227699a5-6579-4c69-82aa-ef998c5843ed,Male,35,Black,77708,TX,atm_withdrawal,43818.38,61497.49,TN,2024-05-01 12:56:58.674079,0
c3b166db-22c1-424b-b1e2-6602a2237ffa,Female,47,Hispanic,34352,FL,online_purchase,12331.38,61545.75,FN,2024-05-01 23:37:27.941435,0
f3402628-af87-4ed9-9c3d-0ceecc960c10,Female,55,Mixed,61376,IL,online_purchase,49866.29,56801.37,TN,2024-05-01 02:48:03.902931,0
fd587b2d-ac4a-4872-805c-4b82f45c2cc9,Male,25,Hispanic,93691,CA,investment,29820.45,56823.25,TN,2024-05-01 16:16:35.902592,0
7f882331-8024-4c79-a219-6ca9d0b778e2,Male,18,Other,99302,WA,atm_withdrawal,37543.89,85547.58,FN,2024-05-01 03:18:27.165840,0
65c0c881-6ca9-468c-a923-10cb7d244123,Male,47,Black,34469,FL,atm_withdrawal,38098.11,69524.57,FP,2024-05-01 09:53:40.532323,0
c8b218bc-d65c-4664-a47d-85fb999fdcc4,Male,56,Hispanic,94878,CA,bill_payment,38125.54,71499.33,FP,2024-05-01 15:01:07.974230,0
df0aae85-04ad-4f57-ba4f-caa72d0571df,Female,41,White,76787,TX,transfer,12043.58,61946.27,FP,2024-05-01 15:52:04.797549,1
7237d70c-5547-49cf-b6fd-d8c76716713f,Female,52,Hispanic,93563,CA,investment,47342.43,56037.61,TN,2024-05-01 06:59:34.791952,0
6a845e13-d954-458a-9744-10d96ff45d90,Female,64,Other,76370,TX,bill_payment,19949.61,73718.41,FN,2024-05-01 14:57:33.473417,0
bcdab737-7333-4cac-9ead-4deca3fbc722,Male,25,Hispanic,78247,TX,transfer,16904.28,65790.22,TP,2024-05-01 18:14:00.074441,0
2ed35102-b0ea-47be-a4ef-4de87a5940df,Male,63,Other,11436,NY,online_purchase,3370.02,6405.45,FN,2024-05-01 02:32:15.292004,0
1d24888f-5278-4c20-9a81-fa0ab30380d6,Male,60,Mixed,77627,TX,atm_withdrawal,6615.59,93978.04,TN,2024-05-01 07:50:30.846721,0
a7ac52a2-be06-41e9-b8dc-141cae5b85a9,Male,44,Hispanic,99101,WA,transfer,32949.14,56705.1,TN,2024-05-01 14:55:46.056802,0
